Event,Result,FirstMove,NumberOfMoves,WhiteElo,BlackElo
2759,B,e4c5,37,2117,2450
2760,D,d4d6,17,2506,2367
2761,D,Nf3d5,124,2630,2546
2762,W,d4d5,29,2412,2010
2763,W,e4c5,32,2533,2123
2764,D,e4d6,26,2516,2559
2765,W,d4Nf6,20,2474,2180
2766,W,d4d5,34,2237,2166
2767,W,Nf3g6,48,2417,2312
2768,D,e4c5,31,2281,2142
2769,B,g3d5,42,2056,1945
2770,W,d4d5,22,2335,1520
2771,D,e4Nf6,59,2235,2227
2772,D,e4c5,52,2298,2544
2773,W,d4Nf6,30,1848,1634
2774,D,e4c5,86,2572,2711
2775,B,Nf3d5,44,2058,2232
2776,W,d4Nf6,57,1759,1549
2777,W,e4c5,49,2307,2166
2778,W,d4Nf6,26,2208,2449
2779,D,d4d5,42,2227,2147
2780,D,d4Nf6,31,2260,2631
2781,W,d4d6,41,2532,2309
2782,W,e4c5,44,2277,2216
2783,W,e4e6,56,2246,1713
2784,B,b3d6,28,2374,2567
2785,B,e4c5,50,2056,2381
2786,B,b3e5,22,2176,2214
2787,D,e4e5,101,2535,2657
2788,W,e4g6,34,2606,2487
2789,W,d4c5,47,2243,2269
2790,B,d4d5,39,2558,2565
2791,D,d4Nf6,63,2479,2584
2792,D,Nf3Nf6,51,2575,2426
2793,D,e4e6,42,1935,2183
2794,W,c4e5,44,2221,2047
2795,B,d4d5,57,1931,2024
2796,D,d4Nf6,29,2415,2542
2797,D,e4e5,50,1870,2186
2798,W,g3g6,40,2503,2398
2799,D,d4Nf6,52,2522,2487
2800,W,d4d6,32,2584,2428
2801,W,Nf3f5,41,2534,2537
2802,D,c4e5,42,2173,2533
2803,B,e4e6,31,1899,2283
2804,D,d4g6,31,2040,2147
2805,W,d4d5,28,2330,2069
2806,B,e4c5,39,1646,1763
2807,D,d4Nf6,54,2568,2453
2808,W,e4e6,32,2225,2263
2809,D,d4d5,66,2220,2231
2810,D,Nf3d5,41,2490,2241
2811,D,e4e6,30,2297,2154
2812,W,Nf3Nf6,21,2429,2443
2813,D,e4c5,29,1957,1812
2814,W,d4Nf6,37,2414,2164
2815,D,e4c5,25,2355,2438
2816,W,e4c5,41,2329,2261
2817,W,d4Nf6,27,2505,2031
2818,W,Nf3d5,44,2623,2370
2819,W,c4e5,41,2461,2410
2820,B,e4d6,23,1896,2006
2821,B,c4e6,32,2575,2399
2822,B,e4c5,46,2403,2353
2823,B,e4c5,27,1937,2174
2824,B,Nf3Nf6,44,2200,2373
2825,W,c4Nf6,22,2399,1985
2826,B,e4e5,21,1286,1367
2827,D,e4g6,52,2402,2484
2828,B,e4e6,40,2375,2500
2829,D,d4Nf6,15,2141,2035
2830,D,d4d5,40,2344,2141
2831,B,d4Nf6,43,2359,2476
2832,B,e4e6,26,1629,1909
2833,D,e4e5,58,2365,2428
2834,W,e4g6,28,2155,2011
2835,B,e4e6,41,2243,2161
2836,W,d4d6,32,2166,2251
2837,W,e4c5,33,2527,2019
2838,W,e4c5,44,2370,2431
2839,D,d4Nf6,19,2174,2297
2840,W,e4c5,61,1784,1588
2841,W,d4Nf6,31,2202,2000
2842,W,Nf3d5,63,2086,1926
2843,B,e4e5,77,2311,2169
2844,B,c4e5,31,2052,2508
2845,B,e4c5,32,2508,2739
2846,D,d4d6,39,1638,1771
2847,W,c4Nf6,51,2587,2342
2848,W,e4c5,39,2399,2257
2849,B,e4c6,63,2281,2290
2850,D,d4d5,47,2285,2367
2851,W,d4Nf6,57,2045,1931
2852,W,e4c5,24,2341,2086
2853,W,Nf3Nf6,44,2544,2489
2854,B,d4Nf6,60,2017,2310
2855,B,e4d6,37,2338,2549
2856,B,e4c5,45,2304,2356
2857,B,c4Nf6,45,2284,2458
2858,B,d4Nf6,31,2230,2512
2859,D,e4c5,91,2102,2385
2860,B,e4c5,38,1957,1987
2861,W,e4d6,33,1922,1927
2862,B,e4e5,32,2060,2512
2863,B,e4c5,34,2669,2624
2864,B,c4e5,39,1867,2566
2865,W,b3e5,47,2272,2135
2866,W,e4c5,58,1946,1836
2867,D,d4Nf6,29,2419,2252
2868,B,Nf3d5,31,2207,2346
2869,B,d4Nf6,45,2016,2048
2870,D,e4c5,17,2422,2233
2871,D,d4Nf6,9,2222,2161
2872,B,e4d6,22,2241,2281
2873,W,d4Nf6,42,2394,2125
2874,W,e4e6,42,2007,2054
2875,W,d4Nf6,39,2635,2451
2876,W,e4c6,36,2258,2255
2877,D,e4c5,62,1924,2140
2878,W,Nc3d5,24,2055,1692
2879,B,d4d5,43,2296,2561
2880,B,c4e5,43,2043,2592
2881,D,Nf3Nf6,36,2404,2460
2882,D,g3e5,56,2412,2271
2883,B,e4c6,20,1737,2270
2884,D,e4e6,11,2169,2240
2885,D,e4c6,23,2020,2235
2886,D,d4Nf6,61,2521,2593
2887,W,Nf3d6,37,2457,2176
2888,W,d4d5,20,1761,1443
2889,B,d4e6,52,2007,2186
2890,W,d4d5,31,2451,2408
2891,B,e4c5,35,1779,2123
2892,D,e4d6,35,2404,2249
2893,W,e4d6,50,2029,1601
2894,W,d4c5,55,1951,1953
2895,W,Nf3Nf6,44,2629,2038
2896,D,d4c5,36,2110,2168
2897,W,Nf3Nf6,21,2502,1927
2898,D,d4d6,47,2469,2681
2899,B,d4d5,30,2090,1905
2900,B,c4Nf6,33,2154,1991
2901,W,d4d5,38,2434,2078
2902,W,e4c5,16,2058,2250
2903,D,d4Nf6,59,2287,2481
2904,B,d4d5,56,1639,1834
2905,D,Nf3c5,4,1846,2068
2906,W,e4e6,62,1723,1583
2907,B,e4c5,25,2221,2379
2908,B,e4e5,25,2156,2581
2909,W,d4Nf6,18,2331,2462
2910,B,d4d5,29,2148,2496
2911,B,d4Nf6,40,2453,2614
2912,W,d4d5,41,2343,1976
2913,W,e4c5,87,1938,2173
2914,B,d4d6,33,2305,2312
2915,D,e4e5,55,2264,2446
2916,B,e4e6,65,2165,2432
2917,W,d4Nf6,28,2392,2306
2918,W,e4c5,59,2126,2158
2919,W,e4d6,27,2166,2377
2920,W,d4Nf6,44,2052,1881
2921,D,d4d5,65,2371,2423
2922,D,Nf3Nf6,38,2511,2465
2923,B,e4c5,39,2173,2373
2924,B,e4Nf6,22,1683,2015
2925,B,d4Nf6,48,2349,2440
2926,W,c4b6,32,2467,2542
2927,B,e4c5,40,2349,2481
2928,D,Nf3Nf6,19,2354,2198
2929,W,d4d5,59,2015,2211
2930,D,d4Nf6,36,2548,2620
2931,W,Nf3f5,27,2383,2296
2932,B,c4Nf6,60,2583,2881
2933,W,d4Nf6,62,1947,1833
2934,B,e4e5,46,2068,2012
2935,B,e4c5,38,1883,2090
2936,B,e4e6,18,2079,2213
2937,D,e4e5,11,2472,2406
2938,D,d4d5,75,2642,2491
2939,B,e4c5,56,1906,2265
2940,W,e4c5,59,2022,2212
2941,D,e4c6,27,1919,1885
2942,B,e4c5,38,1960,2238
2943,W,d4Nf6,39,2285,1971
2944,B,e4e6,28,2458,2213
2945,D,Nf3Nf6,57,2233,2108
2946,B,g3g6,49,2349,2210
2947,D,Nf3f5,24,1989,2137
2948,W,c4e5,32,2457,2152
2949,W,c4e6,31,2439,2211
2950,W,d4Nf6,30,1768,1673
2951,D,e4e5,53,2412,2684
2952,W,e4Nf6,31,2276,2139
2953,W,e4e5,28,2189,2177
2954,B,e4c5,120,2475,2549
2955,W,d4Nf6,34,2602,2473
2956,W,e4e5,37,2437,2077
2957,D,d4d5,31,2541,2356
2958,W,c4e6,38,2348,1890
2959,W,d4Nf6,55,2524,2263
2960,W,d4Nf6,29,2438,2355
2961,B,e4g6,46,1620,2063
2962,W,d4,1,2580,2488
2963,D,e4c5,5,2623,2571
2964,W,Nc3c5,47,2275,1892
2965,W,Nf3Nf6,62,2660,2524
2966,W,e4c5,19,1936,1710
2967,D,d4Nf6,45,2312,2543
2968,D,e4e6,36,2224,2434
2969,W,e4b6,43,2010,1830
2970,W,e4e5,48,2371,2167
2971,W,c4c5,26,2655,2473
2972,W,e4g6,51,2119,1831
2973,B,d4Nf6,12,2155,2261
2974,B,c4e6,38,2445,2630
2975,B,e4e6,42,2397,2257
2976,W,e4e6,46,2323,2278
2977,W,d4Nf6,54,2448,2571
2978,D,b3d5,46,2144,2289
2979,D,c4f5,26,1950,1839
2980,B,e4c5,29,1586,2045
2981,B,e4e5,60,2247,2118
2982,W,Nf3d5,25,1938,1778
2983,W,d4d5,72,2386,2275
2984,D,d4d5,73,2356,2112
2985,D,d4Nf6,33,2368,2242
2986,W,e4c6,82,2230,2336
2987,D,c4e5,56,2365,1978
2988,D,d4Nf6,36,2650,2589
2989,W,d4Nf6,27,2349,2157
2990,W,d4Nf6,49,2251,2322
2991,W,d4Nf6,47,2533,2344
2992,B,d4Nf6,41,2187,2381
2993,B,e4e6,30,2135,2494
2994,B,e4c5,27,2327,2672
2995,D,d4Nf6,61,2502,2581
2996,W,e4d6,30,2324,2191
2997,W,d4Nf6,54,1915,1708
2998,W,d4Nf6,51,2346,2030
2999,B,d4d5,54,2002,2341
3000,D,c4c6,26,2552,2501
3001,D,e4c5,26,2425,2525
3002,B,d4Nf6,37,2324,2260
3003,D,e4e5,31,2321,2479
3004,W,d4d6,63,2080,2030
3005,B,d4Nf6,41,2138,2092
3006,W,d4d5,52,2271,2058
3007,D,Nf3Nf6,18,2403,2310
3008,W,d4Nf6,22,1744,1849
3009,D,e4e6,20,2388,2512
3010,D,d4Nf6,52,2269,2430
3011,B,e4e5,36,1902,2148
3012,B,d4Nf6,59,2135,2361
3013,B,e4e5,20,1929,2330
3014,B,e4c5,78,2185,2381
3015,W,e4d5,25,2122,1842
3016,W,e4e5,36,2457,2348
3017,D,e4e5,45,1645,1879
3018,W,e4e5,60,2735,2771
3019,W,e4c6,20,2473,2373
3020,B,e4c5,48,2206,2403
3021,B,Nf3Nf6,36,2011,2309
3022,W,e4Nc6,18,2114,2216
3023,W,e4e5,57,2523,2313
3024,D,e4e6,67,2185,1867
3025,B,e4c5,40,2047,2108
3026,W,e4c5,23,2190,2054
3027,W,e4c6,61,1998,2147
3028,W,e4d6,45,2115,1987
3029,D,Nf3d5,43,2602,2511
3030,B,e4c5,40,2306,2289
3031,W,e4c5,43,2358,2590
3032,W,d4d5,39,1953,2140
3033,D,Nf3d5,31,2410,2416
3034,B,e4e5,67,2141,1920
3035,W,e4c5,24,2616,2294
3036,W,e4c6,56,1868,1931
3037,B,e4e6,32,2165,2002
3038,D,e4e5,25,2328,2497
3039,B,d4Nf6,47,1780,2210
3040,D,d4d5,30,2546,2281
3041,D,e4c6,29,2124,2260
3042,D,d4d5,29,2357,2485
3043,B,d4Nf6,43,2529,2430
3044,D,b3Nf6,11,1927,2023
3045,W,d4Nf6,41,2558,2227
3046,W,e4c5,55,2251,1951
3047,B,d4Nf6,53,1655,2151
3048,B,Nf3Nf6,42,2360,2643
3049,D,e4e5,26,2372,2469
3050,B,e4c6,28,2263,2373
3051,B,d4d5,36,1933,2149
3052,B,e4c5,36,2586,2637
3053,D,e4g6,19,2072,2138
3054,D,e4e6,15,2560,2494
3055,D,d4Nf6,9,2446,2425
3056,B,e4c5,53,2167,1910
3057,B,e4c5,20,2482,2660
3058,D,d4Nf6,49,2390,2530
3059,W,e4c5,14,2239,2421
3060,D,e4c5,37,2256,2451
3061,W,d4Nf6,54,2379,2331
3062,W,e4d6,20,1965,1637
3063,W,d4Nf6,45,1847,1596
3064,D,e4e5,22,1929,2149
3065,D,Nf3d5,71,1559,1806
3066,D,e4c5,31,2394,2469
3067,W,e4e6,55,2639,2523
3068,W,e4c5,76,2202,2225
3069,W,e4e5,65,2019,1985
3070,D,e4e6,43,2176,2343
3071,B,e4e5,42,1868,1808
3072,D,f4Nf6,15,2155,2277
3073,B,e4e6,58,2263,2327
3074,D,c4c5,45,2758,2744
3075,B,g3e5,57,2360,2039
3076,B,d4Nf6,40,1973,2208
3077,D,d4d5,24,2391,2402
3078,W,e4c6,33,2340,1877
3079,W,e4e5,36,1949,1771
3080,W,e4c5,53,2148,2220
3081,W,e4e6,50,2634,2511
3082,W,e4d6,33,2564,2576
3083,W,d4d5,31,2522,2179
3084,B,d4Nf6,45,2662,2672
3085,W,d4Nf6,22,2356,2313
3086,W,e4e5,45,2468,2054
3087,W,e4c5,33,2389,2531
3088,W,d4d5,39,2256,1922
3089,W,c4Nf6,22,2394,2181
3090,B,e4c5,32,2148,2567
3091,B,e4e6,21,1630,2047
3092,B,d4Nf6,33,2644,2573
3093,B,d4d5,55,1626,1795
3094,W,g3e5,49,2211,2082
3095,B,Nf3Nf6,35,1823,2401
3096,W,c4Nf6,48,1918,1504
3097,W,d4d5,71,2234,2013
3098,W,Nf3d5,63,2287,2427
3099,B,e4g6,41,2062,2450
3100,W,d4d5,33,2099,1981
3101,W,d4Nf6,53,2008,2015
3102,W,d4Nf6,29,2023,1802
3103,D,e4d5,67,2367,2109
3104,B,e4d6,23,1282,1562
3105,D,e4c5,61,1872,1872
3106,D,d4Nf6,37,2468,2413
3107,W,e4c5,33,2256,2097
3108,D,e4d5,55,2095,2123
3109,D,d4Nf6,12,1996,2062
3110,B,e4d6,41,1833,2066
3111,W,e4e6,32,2696,2325
3112,B,e4e5,45,2137,2040
3113,B,e4c6,35,1595,1888
3114,W,Nf3Nf6,26,2633,2620
3115,W,e4c5,46,2203,1927
3116,W,d4Nf6,73,1867,2048
3117,D,e4e6,31,2193,2238
3118,D,e4e5,8,2251,2153
3119,W,e4c5,43,2463,2293
3120,W,d4Nf6,25,2334,2411
3121,W,Nf3d5,28,2487,2257
3122,D,Nf3c5,39,2398,2538
3123,W,d4d5,48,2329,1947
3124,W,e4e5,31,1627,1621
3125,B,e4c6,26,2205,2011
3126,W,e4e6,27,2594,2390
3127,W,Nf3c5,43,2363,1917
3128,W,c4c5,31,2561,2328
3129,B,e4c5,28,2710,2715
3130,D,e4c5,28,2603,2530
3131,W,d4Nf6,40,2100,1600
3132,D,e4c5,27,2583,2561
3133,W,d4d5,58,2257,2453
3134,D,e4e6,34,2620,2495
3135,B,c4f5,66,2402,2357
3136,W,d4Nf6,68,2441,2458
3137,D,e4d6,31,2521,2370
3138,W,Nf3Nf6,60,2283,2191
3139,B,e4e5,55,2284,2468
3140,B,c4e6,36,1982,2250
3141,W,c4Nf6,46,2122,1905
3142,W,d4Nf6,34,1865,1531
3143,B,d4d6,36,1916,2258
3144,B,e4e6,41,2137,2458
3145,W,e4d5,27,1930,1606
3146,B,d4Nf6,70,2046,2390
3147,B,d4Nf6,40,2619,2655
3148,B,e4e6,41,1839,2072
3149,B,e4Nf6,58,2096,2427
3150,D,e4e5,34,2069,2236
3151,B,d4Nf6,66,2303,2309
3152,W,e4e5,27,2058,1962
3153,B,e4c5,30,1814,2082
3154,D,d4c5,53,2254,2245
3155,D,Nf3d5,57,2529,2245
3156,B,d4Nf6,44,2046,2126
3157,D,d4d5,66,2554,2372
3158,B,e4e5,18,1867,2278
3159,B,d4Nf6,32,2248,2554
3160,D,e4e6,58,2495,2457
3161,W,Nf3Nf6,40,2616,2250
3162,D,d4Nf6,32,2215,2533
3163,B,e4e5,57,2484,2630
3164,B,e4c5,39,2034,2439
3165,W,d4Nf6,29,2529,2218
3166,W,d4e6,61,1913,2289
3167,W,c4Nc6,35,2350,2161
3168,D,d4d5,9,2633,2713
3169,B,d4Nf6,29,2179,2531
3170,D,d4Nf6,43,1312,1820
3171,D,e4c5,65,2044,1895
3172,B,e4c6,40,2480,2256
3173,D,d4Nf6,28,2462,2594
3174,D,c4Nc6,31,2069,2169
3175,B,e4e6,46,2459,2389
3176,W,d4Nf6,43,2549,2328
3177,W,d4d5,34,2182,1984
3178,W,e4d6,49,2420,2284
3179,W,d4e6,36,2662,2638
3180,D,e4e5,8,2192,2167
3181,D,g3e5,76,2412,2403
3182,D,d4Nf6,84,2592,2527
3183,D,e4e6,20,2332,2352
3184,B,e4c5,39,2087,2260
3185,B,d4Nf6,31,2147,1958
3186,B,Nf3Nf6,34,2242,2299
3187,W,Nf3e6,44,2417,2163
3188,W,Nf3Nf6,27,2534,2053
3189,W,d4Nf6,42,2304,1808
3190,D,d4Nf6,19,2726,2675
3191,W,e4c5,18,2033,2136
3192,W,e4e6,30,2535,2427
3193,W,d4Nf6,23,2495,2261
3194,B,d4Nf6,37,2581,2529
3195,B,d4Nf6,39,1486,1733
3196,W,e4d5,18,1743,1325
3197,W,e4e5,34,2203,1862
3198,D,e4c5,44,2741,2656
3199,B,d4d5,40,2030,1817
3200,W,e4e5,27,1906,1628
3201,D,Nf3Nf6,35,2779,2753
3202,B,e4e6,46,2416,2613
3203,D,Nf3Nf6,32,2271,2427
3204,D,c4Nf6,76,1981,2262
3205,W,d4Nf6,32,2723,2426
3206,B,d4e6,19,2059,2324
3207,B,e4e5,71,2437,2412
3208,W,Nf3Nf6,58,2556,2600
3209,W,d4Nf6,70,2631,2647
3210,W,c4c5,36,1726,1954
3211,D,e4e5,64,2542,2453
3212,W,e4c5,21,2240,2024
3213,D,e4c5,52,2572,2660
3214,W,e4c5,53,2249,2045
3215,B,c4e6,70,1857,2193
3216,W,d4d5,66,2116,2190
3217,D,e4e5,47,2512,2295
3218,D,Nf3d5,71,1834,2031
3219,W,c4e5,37,2269,2119
3220,B,Nf3Nf6,39,2173,2562
3221,B,e4c5,59,2431,2354
3222,B,e4e5,26,2526,2558
3223,W,e4c5,25,2059,2203
3224,B,e4c5,33,2434,2571
3225,D,c4e5,36,2582,2638
3226,B,d4d5,43,2127,2222
3227,D,e4c5,56,2050,2166
3228,W,d4f5,22,2522,2599
3229,W,e4e5,50,1808,1904
3230,D,d4Nf6,59,2650,2685
3231,B,e4e6,66,2170,2464
3232,D,e4d6,14,2446,2599
3233,B,c4e5,34,2661,2757
3234,B,d4Nf6,33,2275,2483
3235,W,e4c5,78,2038,1766
3236,D,Nf3d5,77,2259,2276
3237,W,d4Nf6,28,2448,1954
3238,W,d4Nf6,28,2485,2343
3239,W,e4c5,69,2626,2647
3240,W,e4c5,83,2040,1843
3241,B,Nf3d5,32,2412,2592
3242,W,e4e6,32,2204,2078
3243,W,e4c5,33,2207,2409
3244,B,Nf3Nf6,19,2548,2448
3245,B,c4e5,25,1934,2046
3246,W,d4Nf6,31,2012,1867
3247,W,c4Nf6,48,2284,1988
3248,W,e4c5,39,2339,2348
3249,W,c4c5,44,2288,2339
3250,B,e4g6,33,1717,2067
3251,W,Nf3c5,49,2404,2466
3252,W,d4e6,27,2498,2423
3253,B,d4Nf6,49,2672,2785
3254,W,e4e6,36,2244,1913
3255,D,Nf3Nf6,40,2126,1926
3256,D,d4Nf6,95,2486,2353
3257,B,e4e5,43,2672,2720
3258,B,e4e6,41,1575,1906
3259,D,e4c5,24,2387,2576
3260,D,e4Nf6,41,2209,2005
3261,D,e4c5,47,2413,2445
3262,D,Nf3c5,42,2190,2029
3263,W,e4c5,41,2678,2359
3264,W,c4c6,32,2026,1950
3265,W,e4d6,35,2032,1963
3266,D,d4Nf6,42,2390,2445
3267,W,e4e5,39,2368,2246
3268,B,d4Nf6,29,2132,2339
3269,B,e4c5,34,2396,2515
3270,W,d4e6,38,2197,1813
3271,D,e4e5,13,2351,2470
3272,W,e4c5,87,1883,1871
3273,W,Nf3c5,24,2450,2502
3274,W,e4c5,31,2018,1830
3275,B,d4d5,31,2250,2331
3276,W,e4c5,39,2422,2495
3277,B,d4d5,44,2418,2583
3278,W,Nf3d5,62,2572,2562
3279,D,d4d5,5,2456,2436
3280,W,d4Nf6,33,2008,1758
3281,D,e4e5,16,2397,2233
3282,B,d4d5,70,2392,2320
3283,D,d4Nf6,39,2609,2490
3284,W,e4c6,35,2540,2434
3285,B,e4e5,31,2094,2293
3286,D,Nf3Nf6,24,2184,2229
3287,D,d4Nf6,38,2636,2490
3288,W,c4c6,39,2561,2495
3289,D,d4Nf6,73,2027,1779
3290,B,e4Nf6,34,1950,2032
3291,W,d4Nf6,60,2630,2508
3292,D,e3Nf6,48,2459,2276
3293,D,e4e5,41,2230,2398
3294,D,d4d5,159,2667,2621
3295,W,e4c5,34,2603,2204
3296,W,e4e5,52,2066,1703
3297,D,c4c6,75,2302,2485
3298,W,e4c5,48,2423,2421
3299,W,Nf3Nf6,37,2024,2049
3300,B,d4f5,56,1463,2047
3301,B,d4Nf6,26,2219,2531
3302,W,e4c5,37,2263,2400
3303,B,e4e5,44,2317,2429
3304,B,c4c6,44,2247,2361
3305,W,d4g6,30,1838,1529
3306,B,c4Nf6,42,2096,2354
3307,B,d4Nf6,41,2391,2452
3308,B,d4Nf6,38,1912,2050
3309,W,c4c6,43,2470,2531
3310,B,e4c5,36,1847,1762
3311,B,e4e6,32,1668,2160
3312,D,c4e5,28,2419,2388
3313,W,e4c5,30,2619,2317
3314,B,e4c5,26,2192,2538
3315,B,d4e6,25,1928,2080
3316,B,c4g6,45,1755,2372
3317,W,e4d6,27,1794,1788
3318,W,e4c5,41,2004,2138
3319,D,e4e5,44,1976,2185
3320,W,d4d5,38,2753,2651
3321,W,d4d5,46,2087,2172
3322,B,d4d5,52,1980,2127
3323,W,e4c5,60,2326,1994
3324,W,e4c5,42,2370,2193
3325,W,c4c6,36,2344,2334
3326,D,e4e5,32,2120,2317
3327,D,c4c5,11,2260,2153
3328,B,e4c5,58,1740,2030
3329,D,e4e5,56,2315,2051
3330,B,e4c5,29,2033,2423
3331,B,e4d6,29,2399,2516
3332,W,e4c5,60,2361,2278
3333,B,e4c5,61,2349,2403
3334,W,e4e5,50,2320,1805
3335,W,d4Nf6,62,2266,1999
3336,D,e4c5,36,2263,2337
3337,B,d4d5,30,2154,2292
3338,D,e4c5,31,2559,2675
3339,W,e4c5,31,2555,2518
3340,D,d4Nf6,45,2249,2557
3341,D,c4c5,42,2401,2466
3342,B,d4Nf6,24,2252,2525
3343,W,e4c6,47,2660,2381
3344,B,d4d5,30,2311,2453
3345,B,d4Nf6,47,2208,2362
3346,B,e4d6,24,2079,2348
3347,D,d4Nf6,40,2158,2318
3348,W,d4d5,29,2514,2218
3349,W,d4d5,33,2520,2409
3350,B,Nf3Nc6,29,1486,1755
3351,W,d4Nf6,47,2072,2383
3352,D,Nf3Nf6,42,2495,2395
3353,D,Nf3Nf6,34,2141,1970
3354,W,e4e5,35,2320,2367
3355,D,e4c5,45,2095,1816
3356,D,e4g6,17,2490,2536
3357,B,d4Nf6,68,2356,2154
3358,W,e4e5,33,2467,2330
3359,W,e4c5,52,2439,2241
3360,B,d4d5,47,2254,2145
3361,B,e4e5,39,2396,2539
3362,W,Nf3d5,52,2409,2129
3363,B,c4Nf6,53,1498,1714
3364,B,d4d5,24,2162,2394
3365,B,e4e5,18,2181,1808
3366,D,e4e5,22,1741,1325
3367,D,d4Nf6,34,2478,2628
3368,B,Nf3d5,38,2151,2084
3369,B,e4c5,37,2283,2643
3370,B,d4Nf6,40,2552,2412
3371,D,d4d5,31,1838,2035
3372,D,e4c6,22,2334,2428
3373,D,d4Nf6,71,2767,2727
3374,B,e4c6,81,2347,2530
3375,B,e4c5,32,2310,2554
3376,B,d4Nf6,22,2350,2548
3377,B,e4c5,37,1724,2229
3378,W,e4c5,53,2217,2392
3379,W,d4g6,34,2268,2005
3380,B,d4Nf6,33,2453,2545
3381,W,d4Nf6,27,1923,2080
3382,W,e4e6,41,2338,1752
3383,W,e4Nf6,53,2445,2130
3384,B,e4e5,65,2015,2333
3385,W,c4Nf6,21,2475,2118
3386,D,e4c6,37,2389,2371
3387,B,e4e6,28,1636,1543
3388,D,d4g6,18,2405,2463
3389,W,d4Nf6,37,2528,2289
3390,B,e4e5,59,2442,2655
3391,D,c4e6,10,2480,2332
3392,W,e4e6,40,1964,1557
3393,W,e4e5,52,2249,2000
3394,W,e4e5,23,2379,2166
3395,D,d4Nf6,42,2392,2246
3396,B,e4e6,25,1857,1955
3397,W,e4c5,33,2299,2254
3398,B,e4g6,56,1995,2368
3399,D,e4c6,54,1898,1975
3400,W,e4e6,38,2609,2419
3401,D,e4e5,53,2644,2543
3402,B,c4c5,41,2135,2214
3403,D,Nf3d5,32,2115,2087
3404,W,e4e5,38,1978,1981
3405,B,e4e5,35,1978,1754
3406,B,d4d5,39,2178,2006
3407,B,e4c5,45,1972,2458
3408,B,e4c5,25,2058,2524
3409,D,e4c5,29,1929,2037
3410,W,e4c6,82,2083,1870
3411,B,e4c5,29,2256,2129
3412,B,e4c6,63,2341,2492
3413,W,e4c5,14,2552,2570
3414,B,d4Nf6,29,2034,2265
3415,D,Nf3c5,32,2520,2607
3416,W,d4Nf6,26,2304,2117
3417,W,e4e6,20,2342,1973
3418,W,e4c6,46,2029,1702
3419,B,d4Nf6,31,1948,2574
3420,D,d4Nf6,34,2330,2442
3421,B,e4e5,38,2389,2405
3422,D,d4d5,22,2576,2578
3423,W,e4e6,16,1660,1592
3424,B,d4d5,101,2534,2570
3425,D,Nf3Nf6,55,2711,2560
3426,W,d4Nf6,42,2254,2086
3427,B,e4c5,28,2319,2163
3428,B,d4d5,8,1757,2049
3429,W,e4g6,49,2357,2292
3430,B,d4Nf6,36,2392,2669
3431,B,d4d6,25,1611,2144
3432,W,d4Nf6,61,2413,2418
3433,D,c4c5,31,2724,2678
3434,W,e4e5,39,2049,1922
3435,B,e4c6,55,2364,2319
3436,B,e4c5,65,2531,2541
3437,W,Nf3Nf6,38,2580,2406
3438,D,Nf3g6,30,2058,2213
3439,D,d4e6,41,2220,2097
3440,B,e4d6,31,2354,2637
3441,B,e4c6,39,1632,1928
3442,D,e4e5,47,2099,2269
3443,W,e4c5,41,2200,2101
3444,D,Nf3f5,26,1887,2135
3445,D,d4Nf6,72,2279,2224
3446,D,Nf3d5,28,2521,2477
3447,W,e4e6,54,2580,2221
3448,W,c4Nf6,33,2209,2069
3449,B,c4e5,41,1559,1804
3450,B,Nf3d5,33,1936,1998
3451,B,e4c5,33,2600,2493
3452,B,e4g6,22,1530,2067
3453,B,e4e6,38,2584,2557
3454,D,e4c5,56,2209,1854
3455,W,c4c5,72,2453,2709
3456,D,c4e5,15,2586,2581
3457,B,Nf3c5,39,2325,2422
3458,W,d4Nf6,38,1704,2004
3459,W,c4e6,29,2141,1852
3460,D,c4c5,43,2256,2330
3461,W,d4Nf6,64,2519,2346
3462,B,e4c5,30,1969,2484
3463,W,d4Nf6,53,2441,2158
3464,D,d4Nf6,45,1950,2153
3465,B,e4c5,39,2195,2618
3466,W,Nf3Nf6,27,2160,1903
3467,B,Nc3c5,39,2197,2450
3468,W,e4c5,34,2228,2156
3469,W,d4Nf6,64,2242,2238
3470,B,d4d5,34,2067,2457
3471,W,e4e6,42,2414,2133
3472,B,Nf3d5,38,2275,2586
3473,B,e4e6,69,2354,2425
3474,W,d4d5,36,2244,2179
3475,B,e4e5,41,2449,2350
3476,B,Nf3Nf6,47,1868,2156
3477,W,e4c6,59,2237,2238
3478,W,d4Nf6,28,2162,2011
3479,D,d4d5,43,2129,2348
3480,D,Nc3d5,64,2305,2177
3481,W,e4e5,38,2436,2132
3482,D,d4Nf6,30,2421,2485
3483,D,d4Nf6,16,2182,2142
3484,B,Nf3d5,47,2098,2138
3485,D,d4Nf6,68,2229,2294
3486,D,c4c5,44,2374,2562
3487,D,Nf3Nf6,71,2344,2257
3488,B,Nf3g6,43,2525,2726
3489,W,d4d5,53,2310,1984
3490,W,e4c5,32,2436,2014
3491,D,d4d5,22,2558,2510
3492,W,e4e6,27,2628,2516
3493,B,e4c6,62,1369,1761
3494,D,e4c5,32,1676,1893
3495,W,d4Nf6,50,2206,1995
3496,D,d4Nf6,48,2088,1898
3497,B,Nf3d5,36,2503,2540
3498,W,Nf3Nf6,29,2506,2338
3499,D,c4Nf6,33,2434,2538
3500,D,d4Nf6,35,2810,2764
3501,B,Nf3Nf6,56,2139,2232
